tweet_time,tweet_id,username,tweet_text,source,favourite,retweet
2020-05-03 06:19:32,1256725038239105027,outSIDer_ariz,EMTEK Peduli Corona Salurkan 10.000 Paket Sembako Lewat Mitra Bukalapak https://t.co/JdY88hmxEu,dlvr.it,0,0
2020-05-03 06:19:32,1256725037790326784,vidicindo,EMTEK Peduli Corona Salurkan 10.000 Paket Sembako Lewat Mitra Bukalapak https://t.co/FleWwUUUIR,dlvr.it,0,0
2020-05-03 06:18:16,1256724718075297792,Fiksi_DIVA,"@setyawatiwiwik Bisa langsung menghubungi kontak yang ada di banner promo atau via matketplace di tokopedia/shopee/bukalapak, akunnya DIVAPRESSGROUP😊",Twitter Web App,0,0
2020-05-03 06:14:27,1256723758393393152,bilaesok_,"@naningsa iya, baru kmrn wkwkwk banyak sebenernya. bukalapak pernah kecolongan juga. rajin2 ganti password sama aktifin 2way verif yawss",Twitter for Android,0,0
2020-05-03 06:13:34,1256723537638744064,obiviatte,@syasyayayay @underthebreach @tokopedia @bukalapak lebih percaya sama apple company tapi mereka ada ga ya ginian?,Twitter for iPhone,0,0
2020-05-03 06:13:33,1256723530407788544,dinozil,EMTEK Peduli Corona Salurkan 10.000 Paket Sembako Lewat Mitra Bukalapak https://t.co/mINrjzoIay,dlvr.it,0,0
2020-05-03 06:12:09,1256723178686013440,dandyprs_,@aririzwan11 Lewat tokped/bukalapak?,Twitter for iPhone,0,0
2020-05-03 06:09:18,1256722461111971840,eganovita99,"oh oke baru sadar, jadi yg sering berusaha login di email, wa, ig dll tuh garagara bukalapak toh. udahdeh ga ngerti lagi",Twitter for Android,0,0
2020-05-03 06:06:37,1256721786630107138,rowlinggold,"Please, buat kalian semua kalo ada yg tebar link dan meminta memasukan data kalian (login) ke dalam sebuah scam/phising, cek dulu URL/LINKnya. Apakah benar itu web olshop asli / palsu. Klo beda, jngan pernah kalian login atau isi data kalian di link tersebut #Tokopedia #bukalapak",Twitter for Android,1,1
2020-05-03 06:06:06,1256721656187248640,tayangayu,"@collegemenfess Ini fren, aku habis ngecek kena cânva sama bukálàpak.. https://t.co/G3bcKCxPcB",Twitter Web App,0,0
2020-05-03 06:04:33,1256721267677204480,melawatisan,Cara Ampuh Mengobati Hernia Dengan Aman https://t.co/G0AFYt3n9n … https://t.co/d6jf7GGmpG,twittbot.net,0,0
2020-05-03 06:03:08,1256720910649712640,mimif_01,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 13,twittbot.net,0,0
2020-05-03 06:03:08,1256720910502920192,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 8,twittbot.net,0,0
2020-05-03 06:03:07,1256720908514811904,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #twitter 8,twittbot.net,0,0
2020-05-03 06:03:04,1256720895533408256,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 8,twittbot.net,1,0
2020-05-03 06:02:26,1256720732672819200,rowlinggold,"Inget, kalo ada pihak lain memberikan LINK untuk diskon dan lainnya yg merujuk iming-iming . Itu anda sedang digiring untuk memasukan data anda ke platform mereka dan data kalian disimpan di database mereka ntah untuk dijual atau digunakan. #Tokopedia #bukalapak",Twitter for Android,1,1
2020-05-03 06:01:54,1256720599478685696,Daya2020watt,@debrite @bukalapak Fix hoax terossss,Twitter for Android,0,0
2020-05-03 06:01:00,1256720375125180416,___iqbal,Sampe pesen akun palsu buat jaga image brand. Surem emang Bukalapak,Twitter for Android,0,0
2020-05-03 06:00:48,1256720324399251456,eganovita99,"panik data tokopedia bocor, but my data has been leaked pas bukalapak bocor juga. udah deh pasrah aja",Twitter for Android,0,0
2020-05-03 06:00:02,1256720131620651009,rowlinggold,"Untuk para bacoters yg ga terima akunnya kena hack, DLL. STOP BACOT ANDA!. Kalo gasiap data kena hack ! Jangan pake internet. Jngn salahin pihak toped/bukalapak. Karna mereka juga gamungkin mau kecolongan! #Tokopedia #bukalapak .",Twitter for Android,2,1
2020-05-03 05:59:42,1256720044756615168,biazn_,"@notyourrssss @durianpeople @underthebreach @tokopedia Ga pake toped tapi kalo pake bukalapak juga sama aja, bukalapak maret tahun lalu aja bocor juga",Twitter for Android,0,0
2020-05-03 05:58:12,1256719671081893888,sakitotak3,@veraagustian_ @AnakKolong___ @ShopeeID @tokopedia @bukalapak Bukan kah barang haram dilarang diperjualbelikan?,Twitter for Android,5,0
2020-05-03 05:57:32,1256719502391173120,rowlinggold,Untuk para pengguna toped/Bukalapak. Pasti panik apa data nya termasuk dari 91jt itu?. Coba kalian ganti password dan tambahkan kode keamanan. 😊 Saya yakin pasti team Toped/Bukalapak sedang cari pintu yg terbuka dan segera diperbaiki untuk kedepannya #Tokopedia #bukalapak,Twitter for Android,1,1
2020-05-03 05:57:03,1256719378063560704,starbucks_kopi,Mau nanya dong. Disini ada yg udh pernah beli reksadana di bukalapak? Ktanya kalo beli diprosesnya saldo selama dua hari tapi kok saldonya di bukalapak ga ada ya? Kan sereem untung 10 k yg buat coba2 kalo banyak kan 😭,Twitter for Android,5,0
2020-05-03 05:51:45,1256718044480462848,nd80808080,"@toserba_88 @bukalapak Wuih.... wkt transaksi 2 Mei 2020 pukul 11:30, wkt pembayaran 2 Mei 2020 pukul 11:35. Selisih 5 menit saja pdhl. Kenapa bisa dianggap kadaluarsa ya? Bingung saya...",Twitter for iPhone,0,0
2020-05-03 05:49:34,1256717496188416000,rowlinggold,"Apa terjadi sniffing, walaupun passive?  Saya kasih gambaran seperti ini. Karna hal ini bisa terjadi. #Tokopedia #bukalapak https://t.co/bT8wLpsqaN",Twitter for Android,1,1
2020-05-03 05:47:48,1256717051957178369,bebesushi,@Irwantr_ https://t.co/OlNQSPC48v,Twitter for Android,1,0
2020-05-03 05:46:31,1256716730816069632,greeksmythologi,@tubbirfess @bellabeldik iki opono kok ono bukalapak juga jebol 😩😩 lg buka twt wes ono ngenean,Twitter for Android,0,0
2020-05-03 05:46:08,1256716633550225413,Badboysforlifee,@nearrhan Knapa tidak bukalapak,Twitter for Android,0,0
2020-05-03 05:41:58,1256715583040614400,rowlinggold,@lurusejatieurip @bukalapak @tokopedia Iyap,Twitter for Android,1,0
2020-05-03 05:41:33,1256715479793598464,rowlinggold,Karna dizaman yg serba digital ini sebuah data pribadi lebih penting dari sekedar uang yg kita punya didalam dompet. Seberapa rapat kita menutup rumah pasti ada tikus yg berhasil masuk kedalam rumah. No system is safe! #Tokopedia #Bukalapak,Twitter for Android,1,1
2020-05-03 05:39:48,1256715036686290951,lurusejatieurip,@rowlinggold @bukalapak @tokopedia Bukalapak juga,Twitter for Android,0,0
2020-05-03 05:38:25,1256714691855872001,rizalwahyuhw,Tahun 2019 bukalapak kenak nih. 2020 tokopedia. Tapi service bukalapak jujur kasih warning ke user. Bukalapak trendnya turun malah jadi turun di 2019. Nah tokopedia bijimane,Twitter for Android,1,0
2020-05-03 05:37:26,1256714444177956865,rowlinggold,Hallo @bukalapak and @tokopedia. Kenapa data anda ada forum ini?. Sebuah pertanyaan besar untuk Para Developer dan Team Infrastruktur. Mohon dicek lagi lalulintas jaringan apakah ada yg di public yg seharusnya itu masuk ke  private untuk urusan data #tokopedia #bukalapak https://t.co/6jFiGn5z3P,Twitter for Android,5,3
2020-05-03 05:36:32,1256714215072632833,4ndr376,"Headset sepeda MTB size TAPER ( 1 1/8 - 1,5 inch).sudah bearing kondisi baru. Cocok buat sepeda MTB dan lainnya. Harga Rp 135 rb aja...  Minat?  Hp/wa : 0818898500  Atau di https://t.co/XzMe0g21XC bengkel… https://t.co/rzwGyYKEP7",Instagram,0,0
2020-05-03 05:35:02,1256713839065722880,himilimeter,BukaLapak  ❌ Tokopedia   ❌  Eliminated 👌🏽,Twitter Web App,0,0
2020-05-03 05:34:28,1256713698002890752,melawatisan,Obat Sakit Nyeri Dada Sebelah Kanan Atau Kiri Yang Ampuh | Agaricpro Untuk lebih jelasnya Klik https://t.co/08Go1bGKe4  .082214101901 https://t.co/JuzI7V8uKv,twittbot.net,0,0
2020-05-03 05:33:53,1256713550145282048,GoldenBoyRB,@distorsee @ganghwacho23 @DivHumas_Polri @jokowi @KhofifahIP @TokopediaCare @bukalapak @ShopeeID @JDid @Telkomsel @smartfrenworld @gojekindonesia @GrabID @LazadaID @Arnoldpurnomo @kaesangp @Chilli_Pari @myXLCare @byu_id @IndiHome @anteraja_id @sicepat_ekspres @JNE_ID @jntexpressid @wahana_logistik ga bole mudiiikkk 😯,Twitter for Android,0,0
2020-05-03 05:32:31,1256713205147041792,fbrnrchm,"Tetep percaya sih sebelum Tokped pasti data gue udh bocor dr app lain buktinya abis cek di https://t.co/rBCoQzyxun ternyata udah bocor dari 3 app; bukalapak, canva, zomato. Mo marah tp gabisa ngapa2in🙂",Twitter for iPhone,0,0
2020-05-03 05:32:25,1256713180367159296,anneoreil1028,#murah #freeongkir #murahbanget #belanja #shopeeid #tokopedia #bukalapak #jualonline #shopeelook #gratisongkir   #shopeekpop #tokomurah #onlineshopid #shopeegiveaway #belanjadarirumah #shopee1111bigsale #blibli  #shopeegratisongkir   #shoppee #shopeedarirumah  #bukalapakmurah https://t.co/lYuUX1lXau,Twitter for Android,0,0
2020-05-03 05:32:05,1256713095805718528,DarmanSu_,"@achmadmuchtar Kalo KTP yg gatel bukalapak. Padahal cuma daftar buat etiket MRT. Sama loketdotcom, pas beli tiket asian games. Ya kali itu tiket kereta api yg emang wajib KTP. Kan bukan",Twitter for Android,0,0
2020-05-03 05:28:27,1256712183129358336,paoir,"Tetangganya juga pernah kejadian. Buruan ganti passwd klo dirasa penting | Bukalapak - 13,369,666 breached accounts https://t.co/pJ4tzb2K3C",Twitter Web Client,0,0
2020-05-03 05:27:26,1256711925452308482,rizkiduwinanto,@tefohulu @JDid @bukalapak @tokopedia Ya,Twitter for Android,0,0
2020-05-03 05:26:40,1256711734871486464,C0b0y33,"@veraagustian_ @AnakKolong___ @ShopeeID @tokopedia @bukalapak Masukin kardus aja terus jual kiloan, mungkin lebih berfaedah..",Twitter for Android,0,0
2020-05-03 05:22:29,1256710680847081472,sudrajatasep17,@veraagustian_ @AnakKolong___ @ShopeeID @tokopedia @bukalapak https://t.co/4ZhqOVc9uQ,Twitter for Android,5,2
2020-05-03 05:21:06,1256710330723340289,piyapeach,@etaernalscenery @Beyoutey https://t.co/Xgl08y8rL8,Twitter for Android,1,0
2020-05-03 05:19:46,1256709998115057664,veraagustian_,"@AnakKolong___ C tengku bagusnya masukin ke @ShopeeID @tokopedia @bukalapak di jual murah,sklian gratiskn",Twitter for Android,8,3
2020-05-03 05:19:14,1256709861418491904,syasyayayay,@underthebreach @tokopedia @bukalapak Hal yg harus dilakukan selanjutnya adalah ganti semua password yg pake email tersebut. Lalu mulai skrg lakuin seperti point satu kalau kalian merasa percaya dgn Google Peringatan KERAS!! DWYOR (Do With Your Own Risk),Twitter for Android,22,6
2020-05-03 05:17:57,1256709541883830272,rizkybilly23,"bukalapak, tokped. dah paling bener emang belanja di ramayana",Twitter for Android,0,0
2020-05-03 05:11:24,1256707891156996096,IkanAsapBara,"@Stakof Sopi,bukalapak,toped,ruangguru,bni  ovo, gopay link..sing panen",Twitter for Android,2,0
2020-05-03 05:11:10,1256707832432320513,Rabbiyaya,@syasyayayay @underthebreach @tokopedia @bukalapak Trus gimana dongggg,Twitter for Android,0,0
2020-05-03 05:10:26,1256707646289133568,ivaanwid,Kasus sama seperti bukalapak dulu. https://t.co/MuUyrGQjUd,Twitter for iPhone,0,0
2020-05-03 05:09:25,1256707393691381760,rizkiduwinanto,Welcome @JDid i think this is better than @bukalapak and @tokopedia,Twitter for Android,0,0
2020-05-03 05:07:32,1256706917780480000,khoffgunkhab,"@DedicatedFanboy Udah cek se secure email kak dwi belom? Punyaku ga secure masa, how to delete sih account bukalapak? Ih kesel, email dari jaman sd ini😭😭😭 https://t.co/VD4fUDTuJD",Twitter for Android,0,0
2020-05-03 05:05:03,1256706293789634560,BukaBantuan,"Pagi kak @jalanndekat, dengan senang hati Bella informasikan. Untuk penonaktifkan akun kamu dapat masuk ke menu BukaBantuan lalu kamu pilih pengajuan komlain dengan kategori Akun &amp; Pelanggaran setelah itu kamu pilih Tutup Akun Bukalapak kak :) ^SSR",Ivosights - Sociomile,0,0
2020-05-03 05:05:00,1256706281009639425,azizrizkyy,bukalapak jilid 2,Twitter for Android,0,0
2020-05-03 05:03:20,1256705862610989056,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 7,twittbot.net,0,0
2020-05-03 05:03:20,1256705860694228998,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 7,twittbot.net,0,0
2020-05-03 05:03:14,1256705837059334144,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 7,twittbot.net,0,0
2020-05-03 05:03:03,1256705788669603840,AndjarAdji,"pengen tahu cara @ruangguru ngatasin PR disaster segede ini, jadi inget @bukalapak yang setau gw ampe sekarang jg belum pulih setelah jadi bulan2an di sosmed akibat ulah ceo nya itu dulu..... bisa jadi penelitian buat anak komunikasi nih...",Twitter Web App,0,0
2020-05-03 05:01:46,1256705466664538112,leksa,Breach yg mirip dengan Bukalapak thn lalu ya https://t.co/kdWXKoS04K,Twitter for Android,0,0
2020-05-03 04:59:06,1256704794187583488,syasyayayay,@underthebreach @tokopedia Dan ini kasus untuk si merah @bukalapak  Cuma si hackernya ga buka publik plain txtnya. Makanya tulisanny Encrypted. Kalo udah didecrypt sama si hacker otomatis udah jadi rahasia publik akun email beserta passwordnya https://t.co/U87eMxkhMM,Twitter for Android,29,7
2020-05-03 04:51:15,1256702822160035840,bdcoek,Muria Bako https://t.co/UuWjQUrjDQ,Twitter for Android,0,0
2020-05-03 04:49:07,1256702282508328960,bc_umar,@Nadine_Oliv Bukalapak pindah ke twitter ?,Twitter for Android,0,0
2020-05-03 04:47:45,1256701939032547329,jalanndekat,@bukalapak halo admin saya ingin menonaktifkan akun bukalapak secara permanen gimana caranya?,Twitter for Android,0,0
2020-05-03 04:44:58,1256701239821135872,fipiu,"@dinikopi @bejanawaktu Saran juga kak. Ganti password, kalo bisa untuk semua akun ecommerce atau applikasi di bedain pwnya. Ini yang ke up, tokped bukalapak. Ada lagi yg lain kak",Twitter for Android,0,0
2020-05-03 04:43:31,1256700874820325377,nctwithleuv,Kenapaaa sii tiap mau pake vocer freeong di bukalapak pasti kuota nya abis mulu,Twitter for iPhone,2,0
2020-05-03 04:37:51,1256699448434069504,egiraf_,yg sabar yaa tokpedd -bukalapak,Twitter for Android,0,0
2020-05-03 04:37:21,1256699324450213888,Maha_santuyyy,"Katanya ciri cewe lg suka ke satu cowo, bales chatnya cepet, pokonya fast respon.  Yaelahh, call center Bukalapak ae fastrespon",Twitter Web App,0,0
2020-05-03 04:36:27,1256699096305287168,Sanightsun,@bukalapak halo min saya mau menghapus akun bukalapak bagaimana ya caranya? Mohon bantuannya,Twitter for Android,0,0
2020-05-03 04:35:19,1256698810325139457,t_JP505,Paketan1 Titanium Baut Kaliper Nissin Afrca Twin/X-ADV  https://t.co/CSmrt3cI0v   https://t.co/NdS87aaesx   https://t.co/G84V3cmqHl   Jl Bintara Raya 11 No 4A 01/013 Bintara… https://t.co/In0nOD3Aql,Instagram,0,1
2020-05-03 04:32:18,1256698053148282880,yashwon99,@Telkomsel Hp +62 812-1981-1974 Lokasi Hp di jakarta  Lokasi belinya dari bukalapak,Twitter for Android,0,0
2020-05-03 04:27:12,1256696767535435776,rioaditya_,"@REDFAN9 padahal mestinya ada audit nya kan ya? apes banget tokped bisa blunder gini, padahal bukalapak sempet kena",Twitter for Android,0,0
2020-05-03 04:26:06,1256696492259110912,J_kahunalaguna,@dikkyrmdhn10101 ORTU NO DEBAT : PNS &gt; CEO BUKALAPAK,Twitter for Android,0,0
2020-05-03 04:10:44,1256692624234172416,fahriwebid,"@C3ndolRasaJeruk @bukalapak pasti dana yg lumayan ini,.. turut prihatin gan.. saya mah udh lama kapok. 🙃🙃🙃",Twitter for Android,0,0
2020-05-03 04:08:05,1256691959193677825,ultrafangs,"semalem rame breach tokped, data gue malah kena di breach bukalapak tahun kemaren wkwkwkwk",Twitter for Android,0,0
2020-05-03 04:03:06,1256690705281376256,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 6,twittbot.net,0,0
2020-05-03 04:03:06,1256690701594554368,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 6,twittbot.net,0,0
2020-05-03 04:02:55,1256690655524315137,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 6,twittbot.net,0,0
2020-05-03 04:02:34,1256690567896940544,dftoza,@Irwantr_ Bukalapak.,Twitter for iPhone,1,0
2020-05-03 03:59:31,1256689802147016704,rdzulhadi,@DheaYuliaR @ecititalia @nrlannnnn BukaLapak,Twitter for iPhone,0,0
2020-05-03 03:55:15,1256688728434761730,roniram56898789,INFO ORDER WA: 081224913070 TLPN: 081224913070   FOLOW IG @roniram56898789 FOLOW IG @roniram56898789 BUKALAPAK WWW.baron cross mx  ALAMAT JLN KATAPANG KOSAMBI NO 8 BARON MOTOR KOTA BANDUNG  #baroncrossmx27… https://t.co/gsXk0cEiL2,Instagram,0,1
2020-05-03 03:48:03,1256686916184895488,Bolanet,EMTEK Peduli Corona Salurkan 10.000 Paket Sembako Lewat Mitra Bukalapak https://t.co/1Oak1OW7Vc,dlvr.it,2,1
2020-05-03 03:45:12,1256686197113413632,alpudlian,hidup bukalapak https://t.co/PyRGBtKiNC,Twitter for Android,0,0
2020-05-03 03:44:00,1256685896843227137,winata986,seblak instan via @bukalapak https://t.co/GHFRZ4bGr6 #bungurasih #jajananinstan #seblakinstan #kulinermantap #seblak,Twitter for Android,0,0
2020-05-03 03:40:35,1256685035677237250,theBLEKEH,Malah kena pwned di Bukalapak. Asu...!!!,Twitter for Android,0,0
2020-05-03 03:36:06,1256683909607112704,ThePandhitas,"Ini tapi database breach indonesia TERBESAR DALAM SEJARAH , bukalapak itu total db 13M , yang beredar di pasaran hanya 500k itupun hanya versi trial , sementara ini trialnya sj 15M. Utk dpt full versionnya either harus contact via bisik2 via jabber / ya langsung ke darknet.",Twitter Web App,4,0
2020-05-03 03:31:20,1256682707725082624,edi_akhiles,Buku disertasi ciamik Pak Ghaffar Karim Fisipol UGM.  Bisa via marketplace @divapress01   Shopee: https://t.co/rwkGh5F9eq Tokopedia: https://t.co/UJ0DQkmbG6 Bukalapak: https://t.co/yMlL8bbYos https://t.co/ecPID0l5VU,Twitter for Android,2,0
2020-05-03 03:29:09,1256682161031135232,edi_akhiles,Dua buku gresss Buya Husein Muhammad.   Bisa via marketplace @divapress01   Shopee: https://t.co/vG2OENehNp Tokopedia: https://t.co/sPN3UCOR9p Bukalapak: https://t.co/5JikRB2sJ2 https://t.co/pgnBRvYpMb,Twitter for Android,5,1
2020-05-03 03:25:41,1256681285159841792,edi_akhiles,Tak unggahke trus ben soyo okeh ttd + quote:  Nih bs jg dibeli via marketplace @divapress01   100 Hari Melihat Diri (ready stock)  Shopee : https://t.co/ivdqfR3ZV7 Tokopedia : https://t.co/9CN3J9kxK8 Bukalapak : https://t.co/qbpeLhDoak  😁😁😁  Bhaaa.....bhaaaa... https://t.co/o82h8SzMiq,Twitter for Android,9,7
2020-05-03 03:23:30,1256680738155409409,R21_Zoldyck,"@KharismaPramS Hahhahaha, lgi adem ayem aja si bukalapak, kalo dlu kan skandalnya phk 😂",Twitter for Android,0,0
2020-05-03 03:20:56,1256680090395688963,KharismaPramS,"@R21_Zoldyck diketawain bukalapak njir pasti ini tokped, udah auto trending gitu parah wkwkwkw🤣 karyawannya auto lembur semua ni + maki2 atasan:'v",Twitter Web App,0,0
2020-05-03 03:19:35,1256679751529439232,BukaBantuan,"@ernitiyazid @bukalapak Hai kak, selamat pagi juga :) ada yang bisa Bella bantu? :)",Twitter Web App,0,0
2020-05-03 03:15:48,1256678801037127680,iklanterkini,Amna Gemstone menyediakan berbagai cincin / permata dg harga bersaing. Pin: 544A2F94 / klik https://t.co/8Ghhs5mnLM,twittbot.net,0,0
2020-05-03 03:15:20,1256678684104122368,Hilman_RF,@juriglagu Desas desusnya bukalapak bangkrut ya? kok rebranding..,Twitter for Android,0,0
2020-05-03 03:04:07,1256675860003778560,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 5,twittbot.net,0,0
2020-05-03 03:04:06,1256675857118052352,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 5,twittbot.net,0,0
2020-05-03 03:04:01,1256675833311186944,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 5,twittbot.net,0,0
2020-05-03 02:58:07,1256674349534203904,joymonsuta,"waktu itu bukalapak, sekarang tokped.  shopee aman? https://t.co/B6EpRzDTVR",Twitter Web App,0,0
2020-05-03 02:57:10,1256674110265950208,tuansenjaya,"Setelah bukalapak, sekarang giliran tokped. Ganti password lagi. https://t.co/uJVynY4BHP",Twitter for Android,0,0
2020-05-03 02:57:08,1256674100824555520,agan_aden,@KompasTV Bukan cm tokopedia kayaknya... Tapi bukalapak jg,Twitter for Android,0,0
2020-05-03 02:50:59,1256672556003684352,anandars10,"@billaeilishhh Tokopedia, shopee, bukalapak",Twitter for Android,0,0
2020-05-03 02:46:05,1256671319594135553,yudsky,"@Masmulyak @zoey_yr @Ina_Bdg @kring_pajak Sudah nyoba sejak senin masih kayak gitu, bukan soal deadliner. Saya heran, masak lembaga negara servernya kok cupu banget, kalah kuat dengan (misal) Bukalapak atau Tokopedia, yang lebih ramai pengunjung.",Twitter Web App,0,0
2020-05-03 02:41:38,1256670201715646464,ekhsann23,@MuMuhamad080193 @KATADATAcoid @achmadzaky @bukalapak Check email lu aja bro https://t.co/5zOoIPuVXL . Data yg pernah bocor ada semua disitu.,Twitter for Android,1,0
2020-05-03 02:40:48,1256669990889160705,GilangHamidy,@firzifhaikal @yoelhien @underthebreach @tokopedia Bukalapak kasusnya udah lama. Sempet heboh juga di berita. Tapi ya pastiin aja deh password bukalapak udah ga dipake di aplikasi web punya lo lainnya agar aman :),Twitter Web App,0,0
2020-05-03 02:40:14,1256669851168518145,veedthekid,"@rosatamarindus banyak juga: 500px, bukalapak, 000webhost, bitly, collection 1(?) https://t.co/Blat5ygiWH",Twitter for iPhone,0,0
2020-05-03 02:32:16,1256667842805555200,exabitch,"@EllaTan02 kalau masih pake canva dan bukalapak sebaiknya jangan di hapus sih, tapi kalau emang jarang dipake, bisa coba:  Canva: https://t.co/Z1BP7zKT54  Bukalapak (Harus hubungi customer care-nya): https://t.co/DH3j5DnG8h",Twitter Web App,1,0
